bill_id,bill_number,bill_type,congress,cosponsors_by_party_D,cosponsors_by_party_R,introduced_at,sponsor_SGID,total_cosponser
hr6059-115,6059,hr,115,8,,2018-06-08,1966,8
hr3316-115,3316,hr,115,34,4,2017-07-19,1981,38
hr3397-115,3397,hr,115,29,2,2017-07-25,1981,31
hr7296-115,7296,hr,115,2,,2018-12-13,1295,2
hr80-115,80,hr,115,,75,2017-01-03,1874,75
hr1669-115,1669,hr,115,22,5,2017-03-22,1822,27
hr5578-115,5578,hr,115,2,3,2018-04-19,1953,5
hr109-115,109,hr,115,2,,2017-01-03,1796,2
hr1541-115,1541,hr,115,,1,2017-03-15,1637,1
hr4228-115,4228,hr,115,1,,2017-11-02,1777,1
hr73-115,73,hr,115,1,,2017-01-03,325,1
hr5222-115,5222,hr,115,25,4,2018-03-08,1926,29
hr1278-115,1278,hr,115,25,,2017-03-01,1908,25
hr1777-115,1777,hr,115,13,60,2017-03-29,1869,73
hr800-115,800,hr,115,20,,2017-02-01,1791,20
hr5764-115,5764,hr,115,3,1,2018-05-10,1654,4
hr5506-115,5506,hr,115,1,1,2018-04-13,1587,2
hr6404-115,6404,hr,115,1,,2018-07-17,1786,1
hr3909-115,3909,hr,115,2,,2017-10-02,693,2
hr3529-115,3529,hr,115,,5,2017-07-28,1868,5
hr4022-115,4022,hr,115,143,69,2017-10-11,1549,212
hr2975-115,2975,hr,115,,1,2017-06-21,1520,1
hr257-115,257,hr,115,1,35,2017-01-04,1458,36
hr3586-115,3586,hr,115,,5,2017-07-28,1912,5
hr5736-115,5736,hr,115,,16,2018-05-09,1821,16
hr3817-115,3817,hr,115,4,5,2017-09-21,2003,9
hr656-115,656,hr,115,,25,2017-01-24,1775,25
hr3167-115,3167,hr,115,,6,2017-07-06,1697,6
hr475-115,475,hr,115,,15,2017-01-12,1408,15
hr6810-115,6810,hr,115,1,2,2018-09-13,1695,3
hr241-115,241,hr,115,,17,2017-01-04,1541,17
hr6540-115,6540,hr,115,1,2,2018-07-26,1782,3
hr1829-115,1829,hr,115,,1,2017-03-30,1856,1
hr5326-115,5326,hr,115,,1,2018-03-19,1681,1
hr4706-115,4706,hr,115,35,35,2017-12-21,1811,70
hr2593-115,2593,hr,115,2,1,2017-05-23,1625,3
hr5297-115,5297,hr,115,,1,2018-03-15,854,1
hr5212-115,5212,hr,115,3,,2018-03-08,1606,3
hr312-115,312,hr,115,9,5,2017-01-05,1782,14
hr936-115,936,hr,115,42,43,2017-02-07,1564,85
hr4010-115,4010,hr,115,,5,2017-10-11,1408,5
hr3307-115,3307,hr,115,42,,2017-07-19,1459,42
hr641-115,641,hr,115,,10,2017-01-24,1871,10
hr2905-115,2905,hr,115,1,,2017-06-15,2003,1
hr5477-115,5477,hr,115,,3,2018-04-11,1971,3
hr6546-115,6546,hr,115,3,,2018-07-26,282,3
hr1227-115,1227,hr,115,33,6,2017-02-27,1917,39
hr463-115,463,hr,115,11,10,2017-01-12,1675,21
hr173-115,173,hr,115,168,136,2017-01-03,1754,304
hr3584-115,3584,hr,115,3,1,2017-07-28,1908,4
hr3311-115,3311,hr,115,9,,2017-07-19,1435,9
hr1608-115,1608,hr,115,37,,2017-03-17,1908,37
hr6372-115,6372,hr,115,1,1,2018-07-13,1838,2
hr4573-115,4573,hr,115,38,,2017-12-06,1860,38
hr3513-115,3513,hr,115,19,21,2017-07-27,1990,40
hr6827-115,6827,hr,115,19,,2018-09-13,1191,19
hr2634-115,2634,hr,115,2,6,2017-05-24,1765,8
hr2976-115,2976,hr,115,56,16,2017-06-21,989,72
hr6816-115,6816,hr,115,,5,2018-09-13,1956,5
hr5145-115,5145,hr,115,20,,2018-03-01,284,20
hr4112-115,4112,hr,115,16,,2017-10-24,1858,16
hr71-115,71,hr,115,3,21,2017-01-03,1582,24
hr5406-115,5406,hr,115,2,3,2018-03-22,1606,5
hr558-115,558,hr,115,2,5,2017-01-13,1955,7
hr428-115,428,hr,115,,13,2017-01-10,1162,13
hr3919-115,3919,hr,115,5,10,2017-10-03,1766,15
hr6416-115,6416,hr,115,5,3,2018-07-18,1078,8
hr1546-115,1546,hr,115,,1,2017-03-15,1572,1
hr5052-115,5052,hr,115,11,,2018-02-15,1841,11
hr6101-115,6101,hr,115,2,1,2018-06-14,1913,3
hr4013-115,4013,hr,115,36,,2017-10-11,733,36
hr1989-115,1989,hr,115,4,26,2017-04-06,1559,30
hr5932-115,5932,hr,115,4,,2018-05-23,1680,4
hr7195-115,7195,hr,115,5,,2018-11-29,1550,5
hr1937-115,1937,hr,115,,2,2017-04-05,1917,2
hr1703-115,1703,hr,115,,1,2017-03-23,1773,1
hr62-115,62,hr,115,2,,2017-01-03,593,2
hr1811-115,1811,hr,115,11,29,2017-03-30,1993,40
hr1222-115,1222,hr,115,14,14,2017-02-27,1564,28
hr6219-115,6219,hr,115,1,6,2018-06-26,1541,7
hr103-115,103,hr,115,26,9,2017-01-03,1796,35
hr996-115,996,hr,115,2,,2017-02-09,1943,2
hr1153-115,1153,hr,115,5,12,2017-02-16,1731,17
hr761-115,761,hr,115,8,8,2017-01-31,1751,16
hr6800-115,6800,hr,115,8,,2018-09-13,1858,8
hr270-115,270,hr,115,1,,2017-01-04,693,1
hr7169-115,7169,hr,115,5,11,2018-11-27,1940,16
hr2545-115,2545,hr,115,13,8,2017-05-18,1995,21
hr825-115,825,hr,115,23,16,2017-02-02,1695,39
hr2617-115,2617,hr,115,8,10,2017-05-24,1836,18
hr3368-115,3368,hr,115,7,,2017-07-24,1533,7
hr5503-115,5503,hr,115,,18,2018-04-13,1874,18
hr3640-115,3640,hr,115,,5,2017-08-01,1978,5
hr3565-115,3565,hr,115,,12,2017-07-28,1766,12
hr1238-115,1238,hr,115,1,1,2017-02-28,2003,2
hr6505-115,6505,hr,115,104,,2018-07-25,306,104
hr4624-115,4624,hr,115,10,,2017-12-12,1853,10
hr5910-115,5910,hr,115,1,1,2018-05-22,1903,2
hr4612-115,4612,hr,115,2,8,2017-12-11,1830,10
hr2029-115,2029,hr,115,6,31,2017-04-06,608,37
hr3457-115,3457,hr,115,1,,2017-07-27,1564,1
hr2001-115,2001,hr,115,72,,2017-04-06,1846,72
hr1505-115,1505,hr,115,,1,2017-03-10,1849,1
hr2677-115,2677,hr,115,3,,2017-05-25,1680,3
hr3587-115,3587,hr,115,2,,2017-07-28,1919,2
hr1225-115,1225,hr,115,35,42,2017-02-27,1675,77
hr6936-115,6936,hr,115,4,,2018-09-27,1792,4
hr6051-115,6051,hr,115,1,1,2018-06-08,1614,2
hr2186-115,2186,hr,115,,14,2017-04-27,1690,14
hr3781-115,3781,hr,115,5,2,2017-09-14,1890,7
hr6834-115,6834,hr,115,3,1,2018-09-17,1474,4
hr2505-115,2505,hr,115,18,8,2017-05-17,1688,26
hr1310-115,1310,hr,115,25,5,2017-03-02,1989,30
hr2035-115,2035,hr,115,2,3,2017-04-06,1856,5
hr3148-115,3148,hr,115,21,3,2017-06-29,871,24
hr669-115,669,hr,115,81,1,2017-01-24,1954,82
hr1050-115,1050,hr,115,36,,2017-02-14,1442,36
hr4266-115,4266,hr,115,1,,2017-11-07,1975,1
hr5828-115,5828,hr,115,1,,2018-05-15,1777,1
hr6589-115,6589,hr,115,8,4,2018-07-26,1898,12
hr2850-115,2850,hr,115,1,,2017-06-08,617,1
hr6172-115,6172,hr,115,23,1,2018-06-21,1886,24
hr4737-115,4737,hr,115,10,3,2018-01-08,1516,13
hr5164-115,5164,hr,115,14,,2018-03-05,1860,14
hr6793-115,6793,hr,115,13,13,2018-09-13,1721,26
hr96-115,96,hr,115,,1,2017-01-03,1796,1
hr5308-115,5308,hr,115,1,2,2018-03-15,1319,3
hr1775-115,1775,hr,115,2,,2017-03-29,282,2
hr6011-115,6011,hr,115,4,2,2018-06-05,2001,6
hr1036-115,1036,hr,115,3,5,2017-02-14,1849,8
hr7333-115,7333,hr,115,3,,2018-12-19,593,3
hr4961-115,4961,hr,115,89,6,2018-02-07,1880,95
hr4242-115,4242,hr,115,10,19,2017-11-03,1669,29
hr3734-115,3734,hr,115,19,,2017-09-11,1409,19
hr982-115,982,hr,115,13,4,2017-02-07,1492,17
hr2819-115,2819,hr,115,2,2,2017-06-07,1076,4
hr3114-115,3114,hr,115,,9,2017-06-29,1732,9
hr6759-115,6759,hr,115,37,6,2018-09-10,1459,43
hr2806-115,2806,hr,115,6,8,2017-06-07,1879,14
hr5056-115,5056,hr,115,17,,2018-02-15,1960,17
hr4669-115,4669,hr,115,,1,2017-12-18,1605,1
hr2612-115,2612,hr,115,13,1,2017-05-23,693,14
hr2009-115,2009,hr,115,2,,2017-04-06,1897,2
hr3371-115,3371,hr,115,,1,2017-07-24,1790,1
hr2094-115,2094,hr,115,,1,2017-04-14,1922,1
hr5790-115,5790,hr,115,1,,2018-05-15,1763,1
hr457-115,457,hr,115,12,1,2017-01-11,1655,13
hr6321-115,6321,hr,115,,1,2018-07-10,1550,1
hr535-115,535,hr,115,29,52,2017-01-13,187,81
hr1010-115,1010,hr,115,,2,2017-02-13,1757,2
hr2560-115,2560,hr,115,3,9,2017-05-19,1914,12
hr201-115,201,hr,115,3,,2017-01-03,1191,3
hr7212-115,7212,hr,115,7,7,2018-12-03,1904,14
hr4504-115,4504,hr,115,1,,2017-11-30,1678,1
hr3813-115,3813,hr,115,,1,2017-09-21,1804,1
hr1889-115,1889,hr,115,142,3,2017-04-04,1791,145
hr2705-115,2705,hr,115,,7,2017-05-25,1955,7
hr3006-115,3006,hr,115,5,4,2017-06-22,1757,9
hr91-115,91,hr,115,10,4,2017-01-03,1796,14
hr3032-115,3032,hr,115,52,22,2017-06-23,1939,74
hr5662-115,5662,hr,115,1,,2018-04-27,871,1
hr3425-115,3425,hr,115,,21,2017-07-26,1806,21
hr4979-115,4979,hr,115,2,9,2018-02-08,1549,11
hr3720-115,3720,hr,115,3,1,2017-09-08,1442,4
hr3684-115,3684,hr,115,52,,2017-09-06,1880,52
hr2008-115,2008,hr,115,,5,2017-04-06,1895,5
hr4215-115,4215,hr,115,15,11,2017-11-01,1646,26
hr6106-115,6106,hr,115,,5,2018-06-14,1489,5
hr579-115,579,hr,115,19,3,2017-01-13,1579,22
hr4569-115,4569,hr,115,,6,2017-12-06,1915,6
hr541-115,541,hr,115,,4,2017-01-13,1838,4
hr52-115,52,hr,115,12,2,2017-01-03,1473,14
hr1326-115,1326,hr,115,10,,2017-03-02,1665,10
hr1183-115,1183,hr,115,9,1,2017-02-16,1799,10
hr5714-115,5714,hr,115,2,1,2018-05-09,1766,3
hr2294-115,2294,hr,115,4,,2017-05-02,640,4
hr3566-115,3566,hr,115,11,9,2017-07-28,1817,20
hr4207-115,4207,hr,115,10,25,2017-11-01,1879,35
hr435-115,435,hr,115,19,11,2017-01-11,1584,30
hr6887-115,6887,hr,115,,1,2018-09-25,1944,2
hr5922-115,5922,hr,115,9,6,2018-05-22,1990,15
hr4099-115,4099,hr,115,125,112,2017-10-24,1628,237
hr4810-115,4810,hr,115,,3,2018-01-17,1749,3
hr626-115,626,hr,115,1,,2017-01-24,1667,1
hr5218-115,5218,hr,115,6,7,2018-03-08,1605,13
hr1495-115,1495,hr,115,8,8,2017-03-10,1956,16
hr1677-115,1677,hr,115,57,51,2017-03-22,347,108
hr3685-115,3685,hr,115,1,,2017-09-06,1768,1
hr4009-115,4009,hr,115,1,1,2017-10-11,608,2
hr4881-115,4881,hr,115,1,9,2018-01-25,1611,10
hr1187-115,1187,hr,115,14,2,2017-02-16,1048,16
hr267-115,267,hr,115,28,2,2017-01-04,693,30
hr2310-115,2310,hr,115,3,83,2017-05-03,1754,86
hr2666-115,2666,hr,115,19,19,2017-05-25,1881,38
hr5069-115,5069,hr,115,,1,2018-02-16,1606,1
hr5195-115,5195,hr,115,1,,2018-03-07,989,1
hr730-115,730,hr,115,2,1,2017-01-30,1732,3
hr329-115,329,hr,115,10,1,2017-01-05,1319,11
hr4879-115,4879,hr,115,1,4,2018-01-25,1475,5
hr4554-115,4554,hr,115,5,4,2017-12-05,1574,9
hr4363-115,4363,hr,115,14,,2017-11-09,1626,14
hr2951-115,2951,hr,115,,7,2017-06-20,1874,7
hr1774-115,1774,hr,115,1,1,2017-03-29,1191,2
hr2143-115,2143,hr,115,1,,2017-04-25,1802,1
hr2460-115,2460,hr,115,,8,2017-05-16,1717,8
hr5294-115,5294,hr,115,1,6,2018-03-15,1757,7
hr3153-115,3153,hr,115,4,2,2017-06-29,1847,6
hr895-115,895,hr,115,,5,2017-02-06,1720,5
hr4837-115,4837,hr,115,71,2,2018-01-18,1942,73
hr2652-115,2652,hr,115,17,17,2017-05-25,1628,34
hr1569-115,1569,hr,115,17,,2017-03-16,1613,17
hr6775-115,6775,hr,115,8,,2018-09-12,1863,8
hr3995-115,3995,hr,115,,1,2017-10-10,1558,1
hr4885-115,4885,hr,115,11,,2018-01-25,1800,11
hr1888-115,1888,hr,115,1,,2017-04-04,1638,1
hr629-115,629,hr,115,,1,2017-01-24,1544,1
hr998-115,998,hr,115,,3,2017-02-09,1861,3
hr6553-115,6553,hr,115,,3,2018-07-26,1670,3
hr3088-115,3088,hr,115,4,3,2017-06-27,1794,7
hr2321-115,2321,hr,115,12,9,2017-05-03,1968,21
hr321-115,321,hr,115,16,52,2017-01-05,1895,68
hr631-115,631,hr,115,1,101,2017-01-24,1763,102
hr7365-115,7365,hr,115,,2,2018-12-20,1768,2
hr6250-115,6250,hr,115,5,4,2018-06-27,1856,9
hr4679-115,4679,hr,115,,1,2017-12-18,1688,1
hr3797-115,3797,hr,115,,3,2017-09-14,1997,3
hr1537-115,1537,hr,115,,17,2017-03-15,1917,17
hr4824-115,4824,hr,115,,12,2018-01-18,1900,12
hr6265-115,6265,hr,115,2,1,2018-06-28,1939,3
hr3721-115,3721,hr,115,9,,2017-09-08,693,9
hr5819-115,5819,hr,115,53,29,2018-05-15,347,82
hr6808-115,6808,hr,115,,1,2018-09-13,1902,1
hr3337-115,3337,hr,115,6,1,2017-07-20,284,7
hr4712-115,4712,hr,115,1,130,2017-12-21,1499,131
hr5104-115,5104,hr,115,8,4,2018-02-27,1665,12
hr1502-115,1502,hr,115,,2,2017-03-10,1475,2
hr6121-115,6121,hr,115,1,6,2018-06-14,1712,7
hr7039-115,7039,hr,115,5,2,2018-10-05,1857,7
hr1239-115,1239,hr,115,22,9,2017-02-28,934,31
hr3613-115,3613,hr,115,36,,2017-07-28,1787,36
hr841-115,841,hr,115,18,,2017-02-02,1615,18
hr5496-115,5496,hr,115,,1,2018-04-12,1844,1
hr3071-115,3071,hr,115,5,8,2017-06-27,1891,13
hr807-115,807,hr,115,138,103,2017-02-01,1646,241
hr3788-115,3788,hr,115,17,,2017-09-14,891,17
hr6898-115,6898,hr,115,,14,2018-09-26,1945,14
hr5606-115,5606,hr,115,23,,2018-04-24,1588,23
hr922-115,922,hr,115,1,,2017-02-07,1910,1
hr7066-115,7066,hr,115,2,4,2018-10-16,1867,6
hr785-115,785,hr,115,,129,2017-02-01,1475,129
hr1577-115,1577,hr,115,,3,2017-03-16,1961,3
hr6602-115,6602,hr,115,7,3,2018-07-26,703,10
hr6313-115,6313,hr,115,3,3,2018-07-06,1750,6
hr476-115,476,hr,115,6,13,2017-01-12,1968,19
hr6690-115,6690,hr,115,4,1,2018-08-28,1574,5
hr3220-115,3220,hr,115,5,5,2017-07-13,1861,10
hr6815-115,6815,hr,115,,1,2018-09-13,1949,1
hr3419-115,3419,hr,115,,8,2017-07-26,1881,8
hr6978-115,6978,hr,115,1,,2018-09-28,187,1
hr1089-115,1089,hr,115,8,3,2017-02-15,1626,11
hr354-115,354,hr,115,,147,2017-01-06,1766,147
hr5387-115,5387,hr,115,3,,2018-03-22,1846,3
hr3924-115,3924,hr,115,3,2,2017-10-03,1819,5
hr1420-115,1420,hr,115,1,,2017-03-08,282,1
hr6740-115,6740,hr,115,1,1,2018-09-07,1343,2
hr4179-115,4179,hr,115,18,2,2017-10-31,1474,20
hr3806-115,3806,hr,115,14,,2017-09-18,1435,14
hr5399-115,5399,hr,115,2,3,2018-03-22,1812,5
hr5841-115,5841,hr,115,,1,2018-05-16,1828,1
hr3600-115,3600,hr,115,,30,2017-07-28,1475,30
hr465-115,465,hr,115,,8,2017-01-12,1752,8
hr6894-115,6894,hr,115,,1,2018-09-25,1987,1
hr1760-115,1760,hr,115,,7,2017-03-28,1925,7
hr29-115,29,hr,115,,52,2017-01-03,450,52
hr4943-115,4943,hr,115,3,7,2018-02-06,1811,10
hr3025-115,3025,hr,115,21,,2017-06-22,1346,21
hr837-115,837,hr,115,80,,2017-02-02,1833,80
hr4589-115,4589,hr,115,11,1,2017-12-07,1896,12
hr5845-115,5845,hr,115,23,,2018-05-16,1158,23
hr3121-115,3121,hr,115,32,4,2017-06-29,1817,36
hr3046-115,3046,hr,115,1,3,2017-06-23,1975,4
hr3608-115,3608,hr,115,,22,2017-07-28,1624,22
hr366-115,366,hr,115,1,1,2017-01-06,1844,2
hr1968-115,1968,hr,115,2,5,2017-04-06,1906,7
hr5558-115,5558,hr,115,1,,2018-04-18,1566,1
hr379-115,379,hr,115,6,,2017-01-09,515,6
hr620-115,620,hr,115,13,97,2017-01-24,1541,110
hr4600-115,4600,hr,115,13,2,2017-12-07,891,15
hr5920-115,5920,hr,115,1,,2018-05-22,1588,1
hr7008-115,7008,hr,115,1,1,2018-09-28,1825,2
hr4894-115,4894,hr,115,1,3,2018-01-29,1763,4
hr4415-115,4415,hr,115,8,,2017-11-15,1346,8
hr3527-115,3527,hr,115,2,,2017-07-28,1887,2
hr1158-115,1158,hr,115,39,43,2017-02-16,1754,82
hr1793-115,1793,hr,115,6,1,2017-03-29,1505,7
hr5123-115,5123,hr,115,3,,2018-02-27,1833,3
hr749-115,749,hr,115,16,8,2017-01-30,1665,24
hr5579-115,5579,hr,115,3,2,2018-04-23,1804,5
hr635-115,635,hr,115,40,,2017-01-24,1385,40
hr2804-115,2804,hr,115,1,1,2017-06-07,1520,2
hr4983-115,4983,hr,115,,9,2018-02-08,1829,9
hr3345-115,3345,hr,115,39,,2017-07-20,1951,39
hr3312-115,3312,hr,115,16,53,2017-07-19,1647,69
hr4274-115,4274,hr,115,,77,2017-11-07,1806,77
hr2093-115,2093,hr,115,5,,2017-04-14,99,5
hr7330-115,7330,hr,115,9,,2018-12-19,1643,9
hr246-115,246,hr,115,9,166,2017-01-04,1763,175
hr5311-115,5311,hr,115,6,2,2018-03-15,1499,8
hr1627-115,1627,hr,115,7,28,2017-03-20,1879,35
hr4906-115,4906,hr,115,12,,2018-01-30,872,12
hr5553-115,5553,hr,115,2,1,2018-04-18,1875,3
hr624-115,624,hr,115,14,19,2017-01-24,1795,33
hr3473-115,3473,hr,115,20,8,2017-07-27,1459,28
hr2023-115,2023,hr,115,2,22,2017-04-06,1924,24
hr127-115,127,hr,115,2,2,2017-01-03,1542,4
hr7208-115,7208,hr,115,,3,2018-11-30,1773,3
hr400-115,400,hr,115,,94,2017-01-10,1766,94
hr2059-115,2059,hr,115,52,,2017-04-06,1626,52
hr5244-115,5244,hr,115,15,8,2018-03-09,1728,23
hr6649-115,6649,hr,115,29,,2018-08-03,1683,29
hr2131-115,2131,hr,115,,1,2017-04-25,1931,1
hr4285-115,4285,hr,115,7,4,2017-11-07,703,11
hr2704-115,2704,hr,115,7,2,2017-05-25,1520,9
hr2915-115,2915,hr,115,32,3,2017-06-15,1459,35
hr4988-115,4988,hr,115,,1,2018-02-08,1817,1
hr288-115,288,hr,115,1,2,2017-01-04,1393,3
hr5407-115,5407,hr,115,,10,2018-03-22,1805,10
hr7120-115,7120,hr,115,1,,2018-11-13,1648,1
hr3598-115,3598,hr,115,3,1,2017-07-28,1316,4
hr3686-115,3686,hr,115,44,,2017-09-06,593,44
hr3444-115,3444,hr,115,31,,2017-07-27,1643,31
hr691-115,691,hr,115,,5,2017-01-24,1720,5
hr1200-115,1200,hr,115,28,72,2017-02-17,1343,100
hr2966-115,2966,hr,115,2,,2017-06-20,1007,2
hr5658-115,5658,hr,115,1,19,2018-04-27,1925,20
hr3413-115,3413,hr,115,1,,2017-07-26,1564,1
hr1143-115,1143,hr,115,48,,2017-02-16,1584,48
hr6020-115,6020,hr,115,4,8,2018-06-06,1882,12
hr1381-115,1381,hr,115,,1,2017-03-07,1773,1
hr1506-115,1506,hr,115,3,1,2017-03-10,1849,4
hr2616-115,2616,hr,115,14,3,2017-05-23,1665,17
hr5415-115,5415,hr,115,,4,2018-03-26,1997,4
hr4995-115,4995,hr,115,16,,2018-02-08,1158,16
hr122-115,122,hr,115,10,,2017-01-03,1542,10
hr1083-115,1083,hr,115,19,,2017-02-15,1791,19
hr786-115,786,hr,115,29,,2017-02-01,1579,29
hr5095-115,5095,hr,115,,1,2018-02-26,1611,1
hr7096-115,7096,hr,115,1,,2018-10-26,1435,1
hr6695-115,6695,hr,115,1,2,2018-08-31,187,3
hr1887-115,1887,hr,115,,1,2017-04-04,1468,1
hr3054-115,3054,hr,115,1,3,2017-06-26,1669,4
hr1390-115,1390,hr,115,,3,2017-03-07,1877,3
hr3059-115,3059,hr,115,45,,2017-06-26,210,45
hr1219-115,1219,hr,115,3,1,2017-02-27,1531,4
hr3336-115,3336,hr,115,6,,2017-07-20,231,6
hr3895-115,3895,hr,115,1,,2017-10-02,1786,1
hr760-115,760,hr,115,4,2,2017-01-31,1449,6
hr2395-115,2395,hr,115,8,,2017-05-04,1995,8
hr4301-115,4301,hr,115,1,5,2017-11-08,1970,6
hr6523-115,6523,hr,115,1,,2018-07-25,1459,1
hr45-115,45,hr,115,1,4,2017-01-03,450,5
hr5846-115,5846,hr,115,1,2,2018-05-16,99,3
hr4126-115,4126,hr,115,3,3,2017-10-25,1801,6
hr3638-115,3638,hr,115,10,16,2017-08-01,1951,26
hr759-115,759,hr,115,,1,2017-01-31,1584,1
hr1184-115,1184,hr,115,2,,2017-02-16,1007,2
hr7186-115,7186,hr,115,15,,2018-11-28,1853,15
hr5618-115,5618,hr,115,1,5,2018-04-25,1911,6
hr4123-115,4123,hr,115,,1,2017-10-25,1922,1
hr1881-115,1881,hr,115,1,112,2017-04-04,1754,113
hr1347-115,1347,hr,115,2,5,2017-03-02,1955,7
hr3825-115,3825,hr,115,,1,2017-09-25,1766,1
hr5100-115,5100,hr,115,6,9,2018-02-27,1945,15
hr6518-115,6518,hr,115,5,2,2018-07-25,1922,7
hr1990-115,1990,hr,115,1,2,2017-04-06,1877,3
hr890-115,890,hr,115,1,1,2017-02-06,1756,2
hr6585-115,6585,hr,115,,1,2018-07-26,1846,1
hr466-115,466,hr,115,8,17,2017-01-12,1718,25
hr7065-115,7065,hr,115,,2,2018-10-16,1766,2
hr3211-115,3211,hr,115,5,,2017-07-12,1654,5
hr233-115,233,hr,115,104,16,2017-01-03,1264,120
hr5972-115,5972,hr,115,1,,2018-05-24,2004,1
hr3173-115,3173,hr,115,1,1,2017-07-10,1545,2
hr3320-115,3320,hr,115,13,16,2017-07-19,1805,29
hr6819-115,6819,hr,115,1,,2018-09-13,1777,1
hr5457-115,5457,hr,115,17,4,2018-04-10,347,21
hr7042-115,7042,hr,115,,1,2018-10-05,1790,1
hr5749-115,5749,hr,115,1,,2018-05-10,1718,1
hr3477-115,3477,hr,115,5,7,2017-07-27,1827,12
hr6741-115,6741,hr,115,,4,2018-09-07,1821,4
hr740-115,740,hr,115,1,2,2017-01-30,1530,3
hr5036-115,5036,hr,115,2,,2018-02-15,1889,2
hr3555-115,3555,hr,115,2,2,2017-07-28,1955,4
hr2236-115,2236,hr,115,5,,2017-04-28,1295,5
hr250-115,250,hr,115,,9,2017-01-04,1881,9
hr2290-115,2290,hr,115,24,8,2017-05-02,284,32
hr6951-115,6951,hr,115,48,,2018-09-27,1950,48
hr3942-115,3942,hr,115,1,17,2017-10-04,1735,18
hr2658-115,2658,hr,115,14,9,2017-05-25,347,23
hr4661-115,4661,hr,115,1,7,2017-12-15,1895,8
hr1985-115,1985,hr,115,3,,2017-04-06,593,3
hr1269-115,1269,hr,115,3,1,2017-03-01,1790,4
hr3131-115,3131,hr,115,,10,2017-06-29,1731,10
hr5859-115,5859,hr,115,,2,2018-05-17,1700,2
hr3800-115,3800,hr,115,9,,2017-09-14,1212,9
hr5575-115,5575,hr,115,3,,2018-04-18,1993,3
hr6053-115,6053,hr,115,,1,2018-06-08,1683,1
hr879-115,879,hr,115,2,1,2017-02-06,1564,3
hr1061-115,1061,hr,115,2,2,2017-02-15,1671,4
hr114-115,114,hr,115,,2,2017-01-03,1566,2
hr4677-115,4677,hr,115,10,3,2017-12-18,1966,13
hr6274-115,6274,hr,115,19,,2018-06-28,1606,19
hr1270-115,1270,hr,115,59,28,2017-03-01,854,87
hr7095-115,7095,hr,115,9,,2018-10-26,1942,9
hr6737-115,6737,hr,115,2,1,2018-09-07,2004,3
hr2487-115,2487,hr,115,1,,2017-05-17,1451,1
hr4152-115,4152,hr,115,20,,2017-10-26,284,20
hr7146-115,7146,hr,115,10,,2018-11-16,1550,10
hr3328-115,3328,hr,115,1,1,2017-07-20,1939,2
hr6073-115,6073,hr,115,,1,2018-06-12,1831,1
hr5508-115,5508,hr,115,16,4,2018-04-13,1758,20
hr3767-115,3767,hr,115,29,18,2017-09-13,1736,47
hr6749-115,6749,hr,115,1,,2018-09-07,1951,1
hr3595-115,3595,hr,115,1,3,2017-07-28,1754,4
hr6824-115,6824,hr,115,3,4,2018-09-13,1048,7
hr5317-115,5317,hr,115,3,2,2018-03-15,1774,5
hr2845-115,2845,hr,115,37,,2017-06-08,1908,37
hr4742-115,4742,hr,115,1,,2018-01-09,1886,1
hr6304-115,6304,hr,115,10,,2018-07-03,1898,10
hr6166-115,6166,hr,115,2,2,2018-06-20,1981,4
hr216-115,216,hr,115,1,3,2017-01-03,1264,4
hr3223-115,3223,hr,115,,30,2017-07-13,1906,30
hr1912-115,1912,hr,115,5,,2017-04-05,1846,5
hr5538-115,5538,hr,115,4,6,2018-04-17,1803,10
hr3495-115,3495,hr,115,44,,2017-07-27,1654,44
hr1272-115,1272,hr,115,21,3,2017-03-01,1007,24
hr4804-115,4804,hr,115,1,2,2018-01-16,1435,3
hr5594-115,5594,hr,115,2,,2018-04-24,1648,2
hr193-115,193,hr,115,,9,2017-01-03,1455,9
hr553-115,553,hr,115,,52,2017-01-13,1930,52
hr3053-115,3053,hr,115,21,88,2017-06-26,1345,109
hr5989-115,5989,hr,115,1,,2018-06-01,1886,1
hr7164-115,7164,hr,115,1,,2018-11-20,1048,1
hr4751-115,4751,hr,115,5,,2018-01-10,1911,5
hr5707-115,5707,hr,115,1,,2018-05-08,1945,1
hr5014-115,5014,hr,115,,10,2018-02-14,1984,10
hr4506-115,4506,hr,115,11,7,2017-11-30,1995,18
hr5143-115,5143,hr,115,6,14,2018-03-01,1732,20
hr2925-115,2925,hr,115,18,5,2017-06-15,1322,23
hr4950-115,4950,hr,115,4,,2018-02-06,593,4
hr4355-115,4355,hr,115,2,,2017-11-09,693,2
hr3656-115,3656,hr,115,,1,2017-08-18,1877,1
hr7238-115,7238,hr,115,4,1,2018-12-10,1856,5
hr3766-115,3766,hr,115,15,,2017-09-13,1629,15
hr2203-115,2203,hr,115,15,,2017-04-27,1926,15
hr2312-115,2312,hr,115,2,1,2017-05-03,1849,3
hr5821-115,5821,hr,115,,1,2018-05-15,1316,1
hr1603-115,1603,hr,115,1,,2017-03-17,1699,1
hr4324-115,4324,hr,115,,12,2017-11-09,1852,12
hr3525-115,3525,hr,115,37,,2017-07-28,1295,37
hr4271-115,4271,hr,115,42,,2017-11-07,1680,42
hr566-115,566,hr,115,1,6,2017-01-13,1574,7
hr5126-115,5126,hr,115,3,5,2018-02-27,1967,8
hr4721-115,4721,hr,115,8,,2017-12-21,347,8
